ts_ms,timestamp,window_slug,window_end_ts,outcome,yes_token_id,no_token_id,yes_bid,yes_ask,yes_ask_size,yes_bid_size,yes_spread,no_bid,no_ask,no_ask_size,no_bid_size,no_spread,yes_mid,no_mid,yes_imbalance,no_imbalance,btc_price
1774569600027,2026-03-27T00:00:00.027,btc-updown-15m-1774568700,1774569600,Up,55990294220027808847544814445592012160997701568907136689254408463420417919108,10421395469446653247501599996826301833364291737732082406831260432690372348717,0.999,,,11.79,,,0.001,11.79,,,,,,,68820.31
1774569600027,2026-03-27T00:00:00.027,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.48,0.49,223.7,208.51,0.01,0.51,0.52,208.51,223.7,0.01,0.485,0.515,0.482428,0.517572,68820.31
1774569601028,2026-03-27T00:00:01.028,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.48,0.49,105.96,191.97,0.01,0.51,0.52,191.97,105.96,0.01,0.485,0.515,0.644346,0.355654,68827.32
1774569602028,2026-03-27T00:00:02.028,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.48,0.5,38.05,262.36,0.02,0.5,0.52,262.36,40.05,0.02,0.49,0.51,0.87334,0.132436,68827.32
1774569603029,2026-03-27T00:00:03.029,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.5,0.51,283.92,150.2,0.01,0.49,0.5,150.2,283.92,0.01,0.505,0.495,0.345987,0.654013,68827.32
1774569604030,2026-03-27T00:00:04.030,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.5,0.52,673.17,214.23,0.02,0.48,0.5,214.23,673.17,0.02,0.51,0.49,0.241413,0.758587,68830.0
1774569605031,2026-03-27T00:00:05.031,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.51,0.52,365.51,30.0,0.01,0.48,0.49,30.0,365.51,0.01,0.515,0.485,0.075851,0.924149,68830.0
1774569606031,2026-03-27T00:00:06.031,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.5,0.52,254.71,66.77,0.02,0.48,0.5,66.77,254.71,0.02,0.51,0.49,0.207696,0.792304,68830.0
1774569607031,2026-03-27T00:00:07.031,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.51,0.52,103.92,67.45,0.01,0.48,0.49,67.45,103.92,0.01,0.515,0.485,0.393593,0.606407,68829.55
1774569608032,2026-03-27T00:00:08.032,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.51,0.52,133.92,77.95,0.01,0.48,0.49,77.95,133.92,0.01,0.515,0.485,0.367914,0.632086,68829.55
1774569609032,2026-03-27T00:00:09.032,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.51,0.52,129.31,187.75,0.01,0.48,0.49,187.75,129.31,0.01,0.515,0.485,0.592159,0.407841,68829.55
1774569610032,2026-03-27T00:00:10.032,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.49,0.5,109.8,50.0,0.01,0.5,0.51,50.0,109.8,0.01,0.495,0.505,0.312891,0.687109,68828.9
1774569611034,2026-03-27T00:00:11.034,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.49,0.5,355.8,20.0,0.01,0.5,0.51,20.0,355.8,0.01,0.495,0.505,0.05322,0.94678,68828.9
1774569612035,2026-03-27T00:00:12.035,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.49,0.51,60.0,571.73,0.02,0.49,0.51,571.73,60.0,0.02,0.5,0.5,0.905023,0.094977,68828.9
1774569613036,2026-03-27T00:00:13.036,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.51,0.52,124.31,229.59,0.01,0.48,0.49,229.59,124.31,0.01,0.515,0.485,0.648743,0.351257,68828.02
1774569614037,2026-03-27T00:00:14.037,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.49,0.5,110.41,73.22,0.01,0.5,0.51,73.22,110.41,0.01,0.495,0.505,0.398737,0.601263,68828.02
1774569615038,2026-03-27T00:00:15.038,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.46,0.47,239.8,84.0,0.01,0.53,0.54,84.0,239.8,0.01,0.465,0.535,0.259419,0.740581,68828.02
1774569616039,2026-03-27T00:00:16.039,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.45,0.46,112.0,222.64,0.01,0.54,0.55,202.64,95.0,0.01,0.455,0.545,0.665312,0.319178,68819.24
1774569617039,2026-03-27T00:00:17.039,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.44,0.45,64.87,30.0,0.01,0.55,0.56,30.0,64.87,0.01,0.445,0.555,0.316222,0.683778,68819.24
1774569618040,2026-03-27T00:00:18.040,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.43,0.44,140.0,120.3,0.01,0.56,0.57,120.3,140.0,0.01,0.435,0.565,0.462159,0.537841,68819.24
1774569619041,2026-03-27T00:00:19.041,btc-updown-15m-1774569600,1774570500,Up,10986789740281650557915605538448729242157092848547193588146198241486254210744,87364095613887570859548592998906116143070298218889555587679786909590091182448,0.43,0.44,307.72,121.53,0.01,0.56,0.57,121.53,307.72,0.01,0.435,0.565,0.283122,0.716878,68808.01
